Locus 95% CIs

gst = Nei & Chesser, 1983
Gst = Hedrick, 2005
GGst = Meirmans & Hedrick, (2011)
D = Jost, 2008
Fst = Weir & Cockerham, 1984
Fis = Weir & Cockerham, 1984
Fit = Weir & Cockerham, 1984


gst

locus	actual	lower	upper
Locus967	 0.0208	-0.0040	 0.0604
Locus968	 0.0178	-0.0341	 0.0904
Locus969	 0.0201	-0.0048	 0.0428
Locus970	 0.0188	 0.0063	 0.0410
Locus971	 0.0243	-0.0223	 0.0774
Locus972	-0.0019	-0.0130	 0.0139
Locus973	 0.0309	-0.0294	 0.0888
Locus974	 0.0925	 0.0576	 0.1529
Locus975	 0.0337	 0.0115	 0.0539
Locus976	 0.0276	 0.0012	 0.0686
Locus977	 0.0041	-0.0076	 0.0169
Locus978	 0.0718	 0.0493	 0.1144
Locus979	 0.0692	 0.0241	 0.1250
Locus980	 0.0033	-0.0212	 0.0365
Locus981	 0.1505	 0.1118	 0.1967
Locus982	 0.0389	-0.0026	 0.0681
Locus983	 0.0261	 0.0050	 0.0834
Locus984	 0.0061	-0.0553	 0.0890
Locus985	 0.0034	-0.0112	 0.0195
Locus986	 0.0020	-0.0105	 0.0219
Locus987	 0.0423	-0.0159	 0.1233
Locus988	 0.0222	-0.0144	 0.0638
Locus989	 0.0887	 0.0369	 0.1794
Locus990	 0.1475	 0.0869	 0.2143
Locus991	-0.0014	-0.0059	 0.0034
Locus992	 0.0567	 0.0107	 0.1344
Locus993	-0.0004	-0.0085	 0.0200
Locus994	 0.0385	-0.0233	 0.0906
Locus995	-0.0040	-0.0115	 0.0051
Locus996	 0.0516	-0.0107	 0.1315
Locus997	 0.0003	-0.0090	 0.0158
Locus998	 0.0152	-0.0210	 0.0545
Locus999	 0.0344	-0.0051	 0.0828
Locus1000	 0.0055	-0.0137	 0.0286
Locus1001	 0.0337	 0.0157	 0.0635
Locus1002	 0.0039	-0.0054	 0.0317
Locus1003	 0.0406	 0.0125	 0.0667
Locus1004	 0.0058	-0.0011	 0.0254
Locus1005	 0.0061	-0.0256	 0.0308
Locus1006	-0.0010	-0.0149	 0.0232
Locus1007	 0.0221	-0.0218	 0.0748
Locus1008	-0.0272	-0.0804	 0.0172
Locus1009	 0.0105	-0.0035	 0.0276
Locus1010	 0.0002	-0.0148	 0.0486
Locus1011	-0.0070	-0.0299	 0.0222
Locus1012	 0.0053	-0.0341	 0.0575
Locus1013	 0.1086	 0.0807	 0.1339
Locus1014	 0.0090	-0.0119	 0.0356
Locus1015	 0.0026	-0.0124	 0.0216
Locus1016	 0.0406	 0.0092	 0.0794
Locus1017	-0.0010	-0.0096	 0.0113
Locus1018	 0.0485	-0.0058	 0.1152
Locus1019	 0.0858	 0.0175	 0.1475
Locus1020	 0.0715	 0.0307	 0.1373
Locus1021	 0.0275	 0.0035	 0.0690
Locus1022	 0.0043	-0.0107	 0.0166
Locus1023	 0.0174	-0.0130	 0.0406
Locus1024	 0.0020	-0.0245	 0.0270
Locus1025	 0.0011	-0.0051	 0.0080
Locus1026	 0.0753	 0.0284	 0.1158
Locus1027	 0.0169	-0.0211	 0.0592
Locus1028	 0.0268	 0.0126	 0.0638
Locus1029	 0.0583	 0.0148	 0.1240
Locus1030	 0.0001	-0.0074	 0.0099
Locus1031	 0.0071	-0.0100	 0.0486
Locus1032	 0.0598	 0.0155	 0.1352
Locus1033	 0.0087	-0.0072	 0.0210
Locus1034	-0.0017	-0.0365	 0.0405
Locus1035	 0.0088	-0.0308	 0.0716
Locus1036	 0.1022	 0.0515	 0.1755
Locus1037	-0.0113	-0.0327	 0.0170
Locus1038	 0.0313	 0.0126	 0.0692
Locus1039	 0.0416	 0.0046	 0.0985
Locus1040	 0.0023	-0.0335	 0.0457
Locus1041	 0.0064	-0.0031	 0.0244
Locus1042	 0.0385	 0.0065	 0.1046
Locus1043	 0.0121	-0.0021	 0.0266
Locus1044	 0.0192	 0.0025	 0.0355
Locus1045	 0.0402	 0.0249	 0.0637
Locus1046	 0.0104	-0.0292	 0.0618
Locus1047	 0.0793	 0.0293	 0.1439
Locus1048	 0.0284	-0.0084	 0.0908
Locus1049	-0.0111	-0.0479	 0.0356
Locus1050	 0.0101	-0.0126	 0.0299
Locus1051	 0.0358	 0.0197	 0.0667
Locus1052	 0.0100	-0.0330	 0.0575
Locus1053	 0.0262	-0.0327	 0.1143
Locus1054	 0.0771	 0.0384	 0.1162
Locus1055	 0.0022	-0.0046	 0.0111
Locus1056	 0.0082	-0.0092	 0.0384
Locus1057	 0.0034	-0.0168	 0.0266
Locus1058	-0.0256	-0.0485	 0.0023
Locus1059	-0.0308	-0.0631	 0.0121
Locus1060	 0.1441	 0.0784	 0.2155
Locus1061	 0.0298	-0.0001	 0.0903
Locus1062	 0.0684	 0.0313	 0.1121
Locus1063	 0.1428	 0.0460	 0.2057
Locus1064	 0.0628	 0.0278	 0.1256
Locus1065	 0.0223	-0.0334	 0.0893
Locus1066	 0.0140	 0.0000	 0.0330
Locus1067	 0.0278	 0.0042	 0.0473
Locus1068	 0.0017	-0.0164	 0.0338
Locus1069	 0.0079	-0.0031	 0.0349
Locus1070	 0.0719	 0.0211	 0.1209
Locus1071	 0.0053	-0.0368	 0.0441
Locus1072	 0.0447	-0.0066	 0.1287
Locus1073	 0.0347	 0.0065	 0.0642
Locus1074	 0.0169	-0.0011	 0.0513
Locus1075	 0.0498	 0.0302	 0.0980
Locus1076	 0.0008	-0.0144	 0.0165
Locus1077	 0.0092	-0.0057	 0.0255
Locus1078	 0.0166	 0.0039	 0.0375
Locus1079	 0.0370	 0.0110	 0.0787
Locus1080	 0.0044	-0.0024	 0.0215
Locus1081	-0.0172	-0.0460	 0.0695
Locus1082	 0.0059	-0.0270	 0.0587
Locus1083	 0.0032	-0.0137	 0.0309
Locus1084	 0.0005	-0.0211	 0.0465
Locus1085	 0.0337	 0.0149	 0.0510
Locus1086	 0.0040	-0.0214	 0.0417
Locus1087	 0.0017	-0.0088	 0.0258
Locus1088	 0.0060	-0.0342	 0.0607
Locus1089	 0.0148	-0.0616	 0.0723
Locus1090	-0.0305	-0.0554	 0.0057
Locus1091	 0.0036	-0.0107	 0.0402
Locus1092	 0.0054	-0.0102	 0.0353
Locus1093	 0.0054	-0.0056	 0.0227
Locus1094	 0.0686	 0.0045	 0.1433
Locus1095	 0.0628	-0.0057	 0.1253
Locus1096	 0.0159	-0.0126	 0.0564
Locus1097	 0.0378	 0.0107	 0.0827
Locus1098	 0.0323	-0.0040	 0.0624
Locus1099	 0.0596	 0.0426	 0.0880
Locus1100	 0.0039	-0.0112	 0.0213
Locus1101	-0.0012	-0.0073	 0.0041
Locus1102	-0.0078	-0.0438	 0.0326
Locus1103	 0.0169	-0.0098	 0.0690
Locus1104	 0.1589	 0.0965	 0.2665
Locus1105	 0.0024	-0.0053	 0.0109
Locus1106	 0.0063	-0.0039	 0.0260
Locus1107	 0.0025	-0.0139	 0.0431
Locus1108	 0.0032	-0.0040	 0.0175
Locus1109	 0.0109	-0.0107	 0.0362
Locus1110	 0.0196	-0.0152	 0.0844
Locus1111	 0.0273	-0.0004	 0.0608
Locus1112	 0.0051	-0.0053	 0.0253
Locus1113	 0.0155	-0.0042	 0.0415
Locus1114	 0.0137	-0.0153	 0.0673
Locus1115	 0.0393	-0.0159	 0.0959
Locus1116	 0.1552	 0.1122	 0.2207
Locus1117	 0.0395	 0.0253	 0.0565
Locus1118	 0.0471	-0.0072	 0.1054
Locus1119	 0.1182	 0.0401	 0.1729
Locus1120	 0.0228	-0.0202	 0.0661
Locus1121	 0.0651	 0.0234	 0.0947
Locus1122	 0.0039	-0.0067	 0.0331
Locus1123	 0.0086	-0.0145	 0.0604
Locus1124	 0.0699	 0.0192	 0.1148
Locus1125	 0.0191	-0.0038	 0.0618
Locus1126	 0.1141	 0.0735	 0.1501
Locus1127	 0.0051	-0.0083	 0.0250
Locus1128	 0.0521	 0.0169	 0.0933
Locus1129	 0.0009	-0.0141	 0.0242
Locus1130	 0.0087	-0.0001	 0.0184
Locus1131	 0.1150	 0.0621	 0.1662
Locus1132	 0.0075	-0.0637	 0.0556
Locus1133	 0.0126	-0.0062	 0.0469
Locus1134	 0.0082	-0.0124	 0.0301
Locus1135	 0.0509	-0.0332	 0.1677
Locus1136	 0.0090	-0.0059	 0.0421
Locus1137	 0.0354	-0.0058	 0.0957
Locus1138	 0.0053	-0.0127	 0.0386
Locus1139	 0.0265	-0.0206	 0.0686
Locus1140	 0.0055	-0.0173	 0.0320
Locus1141	 0.0225	-0.0026	 0.0656
Locus1142	 0.0471	 0.0124	 0.0957
Locus1143	 0.0101	-0.0048	 0.0392
Locus1144	 0.0421	-0.0007	 0.0911
Locus1145	 0.0793	 0.0241	 0.1276
Locus1146	 0.0052	-0.0068	 0.0272
Locus1147	 0.0324	 0.0146	 0.0670
Locus1148	-0.0025	-0.0503	 0.0600
Locus1149	 0.0203	-0.0160	 0.0541
Locus1150	 0.0200	-0.0070	 0.0729
Locus1151	 0.0125	 0.0008	 0.0261
Locus1152	 0.0308	 0.0001	 0.0626
Locus1153	 0.0196	-0.0125	 0.0611
Locus1154	 0.0207	-0.0342	 0.0633
Locus1155	 0.0570	 0.0088	 0.1285
Locus1156	 0.0270	-0.0257	 0.0852
Locus1157	 0.0356	 0.0104	 0.0560
Locus1158	-0.0081	-0.0650	 0.0513
Locus1159	 0.0093	 0.0012	 0.0204
Locus1160	-0.0344	-0.0577	-0.0066
Locus1161	-0.0009	-0.0153	 0.0156
Locus1162	-0.0007	-0.0471	 0.0728
Locus1163	 0.0478	-0.0240	 0.1339
Locus1164	 0.0131	-0.0436	 0.0597
Locus1165	-0.0157	-0.0443	 0.0484
Locus1166	-0.0049	-0.0131	 0.0095
Locus1167	 0.0900	 0.0333	 0.1630
Locus1168	 0.0720	 0.0076	 0.1550
Locus1169	 0.0076	-0.0127	 0.0293
Locus1170	 0.0139	-0.0465	 0.0621
Locus1171	 0.0428	 0.0100	 0.0906
Locus1172	 0.0287	-0.0251	 0.1278
Locus1173	 0.0191	-0.0225	 0.0759
Locus1174	 0.1798	 0.0899	 0.2723
Locus1175	 0.1177	 0.0788	 0.2157
Locus1176	 0.0432	-0.0079	 0.0968
Locus1177	 0.0145	-0.0092	 0.0435
Locus1178	 0.0340	 0.0000	 0.0918
Locus1179	 0.0135	-0.0115	 0.0386
Locus1180	 0.1230	 0.0514	 0.1776
Locus1181	 0.0090	-0.0497	 0.0768
Locus1182	 0.0044	-0.0320	 0.0587
Locus1183	 0.0583	 0.0071	 0.0946
Locus1184	-0.0149	-0.0395	 0.0158
Locus1185	 0.1388	 0.1005	 0.1822
Locus1186	-0.0084	-0.0414	 0.0191
Locus1187	 0.0262	-0.0047	 0.0647
Locus1188	 0.0062	-0.0376	 0.0764
Locus1189	 0.0475	 0.0084	 0.0751
Locus1190	 0.0368	 0.0057	 0.0731
Locus1191	 0.0162	-0.0178	 0.0645
Locus1192	 0.0518	-0.0120	 0.1070
Locus1193	 0.0420	 0.0147	 0.0759
Locus1194	 0.1076	 0.0518	 0.2002
Locus1195	 0.0672	 0.0067	 0.1404
Locus1196	 0.0916	 0.0214	 0.1699
Locus1197	 0.0348	-0.0342	 0.0878
Locus1198	 0.0201	-0.0004	 0.0507
Locus1199	 0.1329	 0.0824	 0.2478
Locus1200	 0.0064	-0.0131	 0.0372

Fst

locus	actual	lower	upper
Locus1	-0.0086	-0.0473	 0.0232
Locus2	 0.0120	-0.0365	 0.1257
Locus3	 0.1036	-0.0238	 0.3469
Locus4	 0.0135	-0.0330	 0.0773
Locus5	 0.0278	-0.0219	 0.1166
Locus6	 0.1322	 0.0235	 0.1913
Locus7	-0.0136	-0.0271	 0.0074
Locus8	 0.0606	 0.0103	 0.1580
Locus9	 0.0011	-0.0434	 0.0731
Locus10	 0.2300	 0.0921	 0.3162
Locus11	 0.0118	-0.0307	 0.0541
Locus12	 0.0008	-0.0205	 0.0488
Locus13	 0.0076	-0.0598	 0.0842
Locus14	 0.0851	 0.0077	 0.1617
Locus15	 0.0008	-0.0372	 0.0469
Locus16	-0.0368	-0.0747	 0.0054
Locus17	 0.0200	-0.0127	 0.0796
Locus18	 0.0435	-0.0442	 0.1069
Locus19	 0.0806	 0.0153	 0.1349
Locus20	 0.0584	-0.0100	 0.1253
Locus21	 0.0407	-0.0078	 0.0918
Locus22	 0.1263	 0.0392	 0.2334
Locus23	 0.0583	-0.0246	 0.2083
Locus24	 0.0420	-0.0104	 0.1326
Locus25	 0.0818	 0.0196	 0.1980
Locus26	 0.0161	-0.0559	 0.1494
Locus27	 0.0531	-0.0209	 0.1507
Locus28	 0.0234	-0.0497	 0.1597
Locus29	 0.0699	-0.0135	 0.1604
Locus30	-0.0210	-0.0804	 0.0453
Locus31	 0.0365	-0.0430	 0.1214
Locus32	-0.0178	-0.0937	 0.0588
Locus33	-0.0198	-0.0652	 0.0492
Locus34	 0.1290	 0.0465	 0.1671
Locus35	 0.0698	-0.0109	 0.1224
Locus36	 0.0911	 0.0541	 0.1470
Locus37	 0.0743	-0.0026	 0.1809
Locus38	 0.0926	-0.0475	 0.2785
Locus39	 0.0101	-0.0463	 0.1226
Locus40	-0.0135	-0.0450	 0.0198
Locus41	 0.0394	-0.0388	 0.1372
Locus42	 0.0234	-0.0312	 0.0629
Locus43	 0.2793	 0.1964	 0.3445
Locus44	 0.1997	 0.0708	 0.3389
Locus45	 0.0024	-0.0238	 0.0655
Locus46	-0.0136	-0.0457	 0.0402
Locus47	 0.1112	 0.0305	 0.1926
Locus48	-0.0020	-0.0457	 0.1107
Locus49	-0.0247	-0.0459	 0.0149
Locus50	 0.0314	-0.0594	 0.2191
Locus51	 0.2617	 0.1237	 0.3801
Locus52	-0.0203	-0.1062	 0.1222
Locus53	 0.0649	 0.0400	 0.1243
Locus54	 0.0140	-0.0198	 0.0800
Locus55	 0.0443	 0.0098	 0.0842
Locus56	-0.0145	-0.0471	 0.0512
Locus57	 0.0994	-0.0102	 0.2134
Locus58	 0.0680	-0.0136	 0.1698
Locus59	-0.0063	-0.0454	 0.1583
Locus60	 0.1654	 0.0275	 0.2561
Locus61	 0.0024	-0.0469	 0.0415
Locus62	-0.0147	-0.0868	 0.1119
Locus63	 0.0418	-0.0154	 0.0854
Locus64	 0.1282	 0.0220	 0.2832
Locus65	 0.0079	-0.0358	 0.0661
Locus66	 0.0699	 0.0165	 0.1111
Locus67	-0.0088	-0.0426	 0.0448
Locus68	 0.0224	-0.0510	 0.1371
Locus69	 0.1477	 0.0645	 0.2748
Locus70	 0.0240	-0.0099	 0.0840
Locus71	 0.0080	-0.0379	 0.0601
Locus72	 0.0104	-0.0778	 0.0796
Locus73	-0.0229	-0.0766	 0.0716
Locus74	-0.0258	-0.0535	 0.0085
Locus75	 0.0554	-0.0097	 0.0889
Locus76	 0.2207	 0.0532	 0.3662
Locus77	 0.0376	-0.0049	 0.0784
Locus78	 0.1063	 0.0599	 0.1614
Locus79	 0.0110	-0.0508	 0.0528
Locus80	-0.0211	-0.0850	 0.0589
Locus81	 0.1006	-0.0088	 0.1930
Locus82	 0.0140	-0.0384	 0.1355
Locus83	 0.2833	 0.2217	 0.3473
Locus84	 0.0287	-0.0676	 0.1166
Locus85	 0.0899	-0.0074	 0.1982
Locus86	 0.0299	-0.0392	 0.1372
Locus87	-0.0205	-0.0640	 0.0260
Locus88	 0.1414	 0.0674	 0.1994
Locus89	 0.0644	 0.0055	 0.1176
Locus90	 0.0344	-0.0267	 0.1066
Locus91	 0.0495	-0.0028	 0.1140
Locus92	 0.0167	-0.0455	 0.0759
Locus93	-0.0035	-0.0907	 0.0780
Locus94	 0.0128	-0.0519	 0.1068
Locus95	 0.0576	-0.0268	 0.1419
Locus96	 0.1090	 0.0592	 0.1745
Locus97	 0.1030	 0.0490	 0.2092
Locus98	-0.0113	-0.0594	 0.0584
Locus99	 0.1149	 0.0439	 0.2168
Locus100	-0.0131	-0.1016	 0.1086
Locus101	 0.0168	-0.0157	 0.0447
Locus102	 0.1181	 0.0783	 0.1705
Locus103	 0.0229	-0.0124	 0.0524
Locus104	 0.0139	-0.0287	 0.1217
Locus105	-0.0028	-0.0437	 0.0297
Locus106	-0.0027	-0.0508	 0.0568
Locus107	 0.2605	 0.1367	 0.3802
Locus108	 0.0481	-0.0059	 0.1146
Locus109	 0.0028	-0.0340	 0.0385
Locus110	 0.0149	-0.0577	 0.0903
Locus111	 0.0259	-0.0430	 0.1111
Locus112	-0.0105	-0.0570	 0.0833
Locus113	 0.0264	-0.0196	 0.0695
Locus114	 0.0060	-0.0511	 0.0757
Locus115	 0.2178	 0.0833	 0.3192
Locus116	 0.0916	 0.0057	 0.1591
Locus117	 0.1107	 0.0420	 0.2368
Locus118	 0.1745	 0.0820	 0.2860
Locus119	 0.0010	-0.0484	 0.0658
Locus120	 0.1547	 0.0726	 0.2941
Locus121	 0.0084	-0.0139	 0.0357
Locus122	 0.2787	 0.1899	 0.4103
Locus123	 0.1738	 0.0344	 0.3264
Locus124	-0.0346	-0.0678	 0.0185
Locus125	 0.0403	-0.0156	 0.1130
Locus126	 0.0253	-0.0365	 0.0804
Locus127	 0.0766	 0.0451	 0.1404
Locus128	 0.0565	-0.0074	 0.1360
Locus129	 0.0109	-0.0347	 0.1290
Locus130	 0.0274	-0.0602	 0.1238
Locus131	 0.0724	-0.0246	 0.2160
Locus132	 0.0270	-0.0846	 0.2619
Locus133	 0.0413	-0.0212	 0.1108
Locus134	 0.0109	-0.0269	 0.0551
Locus135	 0.0205	-0.0313	 0.1260
Locus136	 0.0408	 0.0026	 0.0748
Locus137	-0.0288	-0.0755	 0.0053
Locus138	 0.0162	-0.0271	 0.1203
Locus139	 0.0351	-0.0231	 0.1068
Locus140	 0.0061	-0.0149	 0.0514
Locus141	 0.0290	-0.0326	 0.1052
Locus142	-0.0090	-0.0660	 0.0947
Locus143	 0.0751	 0.0262	 0.1348
Locus144	-0.0106	-0.0780	 0.0853
Locus145	 0.0034	-0.0410	 0.0708
Locus146	 0.0663	-0.0170	 0.1372
Locus147	 0.0832	 0.0089	 0.1971
Locus148	 0.2362	 0.1417	 0.3332
Locus149	 0.0873	 0.0375	 0.1573
Locus150	-0.0191	-0.0568	 0.0420
Locus151	 0.0894	-0.0324	 0.2758
Locus152	-0.0082	-0.0483	 0.0331
Locus153	 0.1983	 0.0754	 0.4680
Locus154	-0.0127	-0.0485	 0.0230
Locus155	-0.0118	-0.0406	 0.0223
Locus156	 0.0279	-0.0227	 0.0836
Locus157	 0.0075	-0.0701	 0.1114
Locus158	 0.0185	-0.0215	 0.0503
Locus159	 0.0239	-0.0366	 0.1243
Locus160	 0.0514	-0.0173	 0.1597
Locus161	 0.1093	 0.0102	 0.2830
Locus162	 0.0159	-0.0459	 0.0827
Locus163	 0.0051	-0.0524	 0.0596
Locus164	 0.0117	-0.0398	 0.0727
Locus165	-0.0233	-0.0815	 0.0802
Locus166	 0.1316	-0.0068	 0.3004
Locus167	 0.0588	-0.0250	 0.1010
Locus168	 0.0050	-0.0464	 0.0855
Locus169	 0.0758	 0.0048	 0.1630
Locus170	-0.0395	-0.1040	 0.0844
Locus171	 0.0250	-0.0347	 0.1002
Locus172	 0.0678	 0.0144	 0.1561
Locus173	-0.0002	-0.0681	 0.0512
Locus174	 0.0868	-0.0141	 0.1498
Locus175	 0.0422	-0.0211	 0.1271
Locus176	 0.0280	-0.0085	 0.0735
Locus177	 0.3712	 0.2500	 0.4994
Locus178	 0.0074	-0.0599	 0.0794
Locus179	 0.0068	-0.0445	 0.0731
Locus180	 0.0234	-0.0120	 0.0761
Locus181	-0.0145	-0.0647	 0.1038
Locus182	 0.0582	-0.0069	 0.1082
Locus183	 0.0814	 0.0075	 0.2255
Locus184	 0.1728	 0.0801	 0.2831
Locus185	 0.1137	 0.0486	 0.2167
Locus186	 0.0975	 0.0245	 0.1579
Locus187	 0.0513	-0.0214	 0.1559
Locus188	 0.0111	-0.0725	 0.1355
Locus189	 0.0128	-0.0530	 0.0735
Locus190	-0.0150	-0.0537	 0.0427
Locus191	-0.0033	-0.0806	 0.0690
Locus192	 0.1380	-0.0237	 0.4150
Locus193	-0.0280	-0.0657	 0.0466
Locus194	 0.0424	-0.0292	 0.0843
Locus195	 0.0984	-0.0528	 0.2903
Locus196	 0.0741	 0.0108	 0.1572
Locus197	 0.0002	-0.0658	 0.1069
Locus198	-0.0132	-0.0493	 0.0759
Locus199	-0.0188	-0.0546	 0.0476
Locus200	 0.2353	 0.1523	 0.3240
Locus201	-0.0157	-0.0665	 0.0603
Locus202	 0.1203	 0.0202	 0.2422
Locus203	 0.0455	-0.0236	 0.1192
Locus204	 0.1419	-0.0191	 0.3236
Locus205	-0.0109	-0.0796	 0.1500
Locus206	-0.0073	-0.0486	 0.0314
Locus207	-0.0159	-0.0481	 0.0431
Locus208	 0.0862	 0.0153	 0.1353
Locus209	-0.0296	-0.0708	 0.0252
Locus210	 0.0622	-0.0370	 0.2381
Locus211	 0.0227	-0.0830	 0.1642
Locus212	-0.0267	-0.0885	 0.0257
Locus213	 0.0532	 0.0135	 0.0906
Locus214	 0.3926	 0.3206	 0.5093
Locus215	 0.0614	-0.0057	 0.1393
Locus216	 0.1556	 0.0258	 0.2479
Locus217	 0.0677	 0.0113	 0.1368
Locus218	 0.1328	 0.0670	 0.2377
Locus219	-0.0151	-0.0617	 0.0238
Locus220	 0.0019	-0.0322	 0.0352
Locus221	 0.2227	 0.1558	 0.3263
Locus222	 0.0546	 0.0210	 0.0928
Locus223	 0.0092	-0.0249	 0.0674
Locus224	 0.2300	 0.1621	 0.2937
Locus225	-0.0234	-0.0879	 0.0683
Locus226	 0.0005	-0.0393	 0.0545
Locus227	-0.0111	-0.0548	 0.0575
Locus228	 0.0025	-0.0497	 0.0563
Locus229	 0.0191	-0.0338	 0.0666
Locus230	 0.0615	 0.0071	 0.1053
Locus231	 0.0367	-0.0253	 0.1277
Locus232	 0.0649	-0.0197	 0.1757
Locus233	 0.0181	-0.0121	 0.0582
Locus234	 0.1485	 0.0591	 0.3117
Locus235	 0.0135	-0.1152	 0.1280
Locus236	 0.0025	-0.0398	 0.0771
Locus237	 0.1024	 0.0423	 0.2187
Locus238	-0.0210	-0.0533	 0.0119
Locus239	 0.1391	 0.0712	 0.2256
Locus240	 0.0458	-0.0081	 0.1649
Locus241	 0.0509	-0.0181	 0.1128
Locus242	-0.0078	-0.0511	 0.0528
Locus243	 0.1043	 0.0712	 0.1749
Locus244	 0.2338	 0.1423	 0.2995
Locus245	-0.0197	-0.0531	 0.0443
Locus246	-0.0072	-0.0509	 0.0493
Locus247	 0.0320	-0.0461	 0.1171
Locus248	 0.1964	-0.0124	 0.2788
Locus249	 0.0089	-0.0664	 0.1252
Locus250	-0.0074	-0.0617	 0.0509
Locus251	 0.0412	-0.0233	 0.1645
Locus252	 0.0014	-0.0541	 0.1362
Locus253	 0.1678	 0.0520	 0.2498
Locus254	 0.0151	-0.0415	 0.0804
Locus255	-0.0076	-0.0820	 0.0527
Locus256	 0.0237	-0.0315	 0.1140
Locus257	 0.0193	-0.0347	 0.0912
Locus258	-0.0076	-0.0661	 0.0564
Locus259	 0.0104	-0.0609	 0.1215
Locus260	 0.0582	 0.0031	 0.1127
Locus261	 0.1199	 0.0453	 0.2339
Locus262	 0.1220	-0.0288	 0.3017
Locus263	 0.0983	 0.0314	 0.1659
Locus264	 0.0645	 0.0074	 0.1387
Locus265	 0.0005	-0.0752	 0.0658
Locus266	 0.2740	 0.1624	 0.3942
Locus267	 0.1673	 0.0411	 0.3014
Locus268	 0.1786	 0.0814	 0.3036
Locus269	 0.0372	-0.0239	 0.1011
Locus270	 0.0295	-0.0058	 0.0722
Locus271	-0.0044	-0.0527	 0.0380
Locus272	 0.0515	-0.0343	 0.1658
Locus273	 0.0632	-0.0238	 0.1641
Locus274	 0.0654	-0.0325	 0.1899
Locus275	 0.0508	-0.0474	 0.1825
Locus276	 0.1149	 0.0397	 0.2194
Locus277	 0.0343	-0.0101	 0.1087
Locus278	 0.1137	 0.0298	 0.1714
Locus279	 0.0506	-0.0119	 0.0945
Locus280	 0.2157	 0.1175	 0.3219
Locus281	 0.0221	-0.0404	 0.1252
Locus282	 0.0499	-0.0207	 0.1418
Locus283	-0.0275	-0.0866	 0.0288
Locus284	 0.0388	-0.0393	 0.1072
Locus285	 0.1717	 0.0867	 0.2522
Locus286	-0.0163	-0.0542	 0.0273
Locus287	 0.1104	 0.0206	 0.2112
Locus288	 0.0858	 0.0179	 0.1421
Locus289	-0.0198	-0.0633	 0.0279
Locus290	 0.0241	-0.0204	 0.0697
Locus291	 0.0115	-0.0694	 0.0982
Locus292	 0.0267	-0.0297	 0.1088
Locus293	 0.1668	 0.0860	 0.2434
Locus294	 0.1138	 0.0630	 0.1729
Locus295	-0.0235	-0.0653	 0.0266
Locus296	-0.0155	-0.0633	 0.0595
Locus297	 0.0157	-0.0413	 0.0722
Locus298	 0.1451	 0.0859	 0.2382
Locus299	 0.0545	 0.0133	 0.1332
Locus300	 0.0285	-0.0001	 0.0750
Locus301	-0.0220	-0.0896	 0.1367
Locus302	 0.2740	 0.2142	 0.3546
Locus303	-0.0268	-0.0759	 0.0173
Locus304	 0.1538	 0.0979	 0.2264
Locus305	 0.0562	-0.0128	 0.2123
Locus306	-0.0352	-0.0834	 0.0256
Locus307	 0.0290	-0.0249	 0.0712
Locus308	 0.0123	-0.0591	 0.0606
Locus309	 0.0386	-0.0210	 0.0828
Locus310	-0.0317	-0.0573	 0.0184
Locus311	-0.0158	-0.0571	 0.0226
Locus312	-0.0140	-0.0879	 0.0960
Locus313	 0.1239	 0.0587	 0.1928
Locus314	 0.0691	-0.0282	 0.1256
Locus315	 0.0382	-0.0898	 0.1568
Locus316	-0.0124	-0.0630	 0.0601
Locus317	 0.0563	-0.0017	 0.0977
Locus318	 0.0305	-0.0016	 0.0793
Locus319	 0.0536	-0.0086	 0.1280
Locus320	 0.0674	-0.0252	 0.1648
Locus321	 0.0848	 0.0301	 0.1426
Locus322	-0.0175	-0.0748	 0.0361
Locus323	 0.0228	-0.0229	 0.0702
Locus324	 0.1500	 0.0417	 0.2805
Locus325	 0.1078	 0.0321	 0.1779
Locus326	 0.0113	-0.0719	 0.1334
Locus327	 0.0986	 0.0273	 0.2037
Locus328	 0.0321	-0.0700	 0.1115
Locus329	-0.0054	-0.0379	 0.0638
Locus330	 0.0103	-0.0381	 0.1199
Locus331	 0.0777	 0.0115	 0.1789
Locus332	 0.0060	-0.0405	 0.0993
Locus333	-0.0435	-0.0818	 0.0133
Locus334	 0.0270	-0.0533	 0.1280
Locus335	 0.0652	-0.0420	 0.3308
Locus336	 0.0505	 0.0017	 0.0969
Locus337	 0.1794	 0.0761	 0.3283
Locus338	 0.0353	-0.0650	 0.1670
Locus339	 0.0033	-0.0556	 0.0956
Locus340	 0.0113	-0.0505	 0.0851
Locus341	-0.0160	-0.0571	 0.0417
Locus342	 0.0655	 0.0130	 0.1157
Locus343	 0.1052	-0.0153	 0.2217
Locus344	-0.0004	-0.0369	 0.0482
Locus345	 0.0428	 0.0089	 0.0774
Locus346	 0.0307	-0.0279	 0.0837
Locus347	 0.0068	-0.0494	 0.1176
Locus348	 0.1139	 0.0776	 0.1682
Locus349	 0.0073	-0.0627	 0.1225
Locus350	 0.0559	-0.0330	 0.1751
Locus351	 0.0537	 0.0072	 0.1575
Locus352	 0.0274	-0.0304	 0.1009
Locus353	 0.0616	-0.0022	 0.1137
Locus354	 0.0681	-0.0733	 0.2141
Locus355	-0.0100	-0.0608	 0.0913
Locus356	-0.0073	-0.0362	 0.0129
Locus357	 0.0304	-0.0301	 0.0956
Locus358	 0.0260	-0.0352	 0.0839
Locus359	 0.1824	 0.1209	 0.2848
